img_path,label,client
../data/Chest_X-ray/COVID/images/COVID-225.png,1,2
../data/Chest_X-ray/COVID/images/COVID-885.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1420.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2883.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3379.png,1,2
../data/Chest_X-ray/COVID/images/COVID-648.png,1,2
../data/Chest_X-ray/COVID/images/COVID-467.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1945.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1817.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2322.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2405.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1532.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1582.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3602.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2315.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1203.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2057.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1259.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1600.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1744.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3449.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1037.png,1,2
../data/Chest_X-ray/COVID/images/COVID-446.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3530.png,1,2
../data/Chest_X-ray/COVID/images/COVID-491.png,1,2
../data/Chest_X-ray/COVID/images/COVID-876.png,1,2
../data/Chest_X-ray/COVID/images/COVID-413.png,1,2
../data/Chest_X-ray/COVID/images/COVID-933.png,1,2
../data/Chest_X-ray/COVID/images/COVID-662.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3541.png,1,2
../data/Chest_X-ray/COVID/images/COVID-259.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1351.png,1,2
../data/Chest_X-ray/COVID/images/COVID-727.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1747.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2066.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3026.png,1,2
../data/Chest_X-ray/COVID/images/COVID-667.png,1,2
../data/Chest_X-ray/COVID/images/COVID-192.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2312.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3538.png,1,2
../data/Chest_X-ray/COVID/images/COVID-140.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2139.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2185.png,1,2
../data/Chest_X-ray/COVID/images/COVID-89.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1385.png,1,2
../data/Chest_X-ray/COVID/images/COVID-723.png,1,2
../data/Chest_X-ray/COVID/images/COVID-460.png,1,2
../data/Chest_X-ray/COVID/images/COVID-746.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2699.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2070.png,1,2
../data/Chest_X-ray/COVID/images/COVID-597.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1437.png,1,2
../data/Chest_X-ray/COVID/images/COVID-118.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1696.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1231.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3311.png,1,2
../data/Chest_X-ray/COVID/images/COVID-1302.png,1,2
../data/Chest_X-ray/COVID/images/COVID-59.png,1,2
../data/Chest_X-ray/COVID/images/COVID-2768.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3437.png,1,2
../data/Chest_X-ray/COVID/images/COVID-3185.png,1,2
../data/Chest_X-ray/Normal/images/Normal-8304.png,0,2
../data/Chest_X-ray/Normal/images/Normal-2617.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3312.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3257.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3438.png,0,2
../data/Chest_X-ray/Normal/images/Normal-8710.png,0,2
../data/Chest_X-ray/Normal/images/Normal-6036.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3147.png,0,2
../data/Chest_X-ray/Normal/images/Normal-4372.png,0,2
../data/Chest_X-ray/Normal/images/Normal-8661.png,0,2
../data/Chest_X-ray/Normal/images/Normal-4209.png,0,2
../data/Chest_X-ray/Normal/images/Normal-6423.png,0,2
../data/Chest_X-ray/Normal/images/Normal-7297.png,0,2
../data/Chest_X-ray/Normal/images/Normal-478.png,0,2
../data/Chest_X-ray/Normal/images/Normal-4933.png,0,2
../data/Chest_X-ray/Normal/images/Normal-9518.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1810.png,0,2
../data/Chest_X-ray/Normal/images/Normal-9274.png,0,2
../data/Chest_X-ray/Normal/images/Normal-5973.png,0,2
../data/Chest_X-ray/Normal/images/Normal-6403.png,0,2
../data/Chest_X-ray/Normal/images/Normal-8283.png,0,2
../data/Chest_X-ray/Normal/images/Normal-353.png,0,2
../data/Chest_X-ray/Normal/images/Normal-2923.png,0,2
../data/Chest_X-ray/Normal/images/Normal-10103.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1103.png,0,2
../data/Chest_X-ray/Normal/images/Normal-8613.png,0,2
../data/Chest_X-ray/Normal/images/Normal-10159.png,0,2
../data/Chest_X-ray/Normal/images/Normal-9534.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1723.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1454.png,0,2
../data/Chest_X-ray/Normal/images/Normal-5835.png,0,2
../data/Chest_X-ray/Normal/images/Normal-203.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3533.png,0,2
../data/Chest_X-ray/Normal/images/Normal-7166.png,0,2
../data/Chest_X-ray/Normal/images/Normal-4985.png,0,2
../data/Chest_X-ray/Normal/images/Normal-7683.png,0,2
../data/Chest_X-ray/Normal/images/Normal-5223.png,0,2
../data/Chest_X-ray/Normal/images/Normal-2595.png,0,2
../data/Chest_X-ray/Normal/images/Normal-5422.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3743.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1107.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1987.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3906.png,0,2
../data/Chest_X-ray/Normal/images/Normal-616.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3597.png,0,2
../data/Chest_X-ray/Normal/images/Normal-5265.png,0,2
../data/Chest_X-ray/Normal/images/Normal-8567.png,0,2
../data/Chest_X-ray/Normal/images/Normal-9984.png,0,2
../data/Chest_X-ray/Normal/images/Normal-3350.png,0,2
../data/Chest_X-ray/Normal/images/Normal-4008.png,0,2
../data/Chest_X-ray/Normal/images/Normal-5102.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1095.png,0,2
../data/Chest_X-ray/Normal/images/Normal-5894.png,0,2
../data/Chest_X-ray/Normal/images/Normal-9733.png,0,2
../data/Chest_X-ray/Normal/images/Normal-7315.png,0,2
../data/Chest_X-ray/Normal/images/Normal-191.png,0,2
../data/Chest_X-ray/Normal/images/Normal-2396.png,0,2
../data/Chest_X-ray/Normal/images/Normal-7602.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1619.png,0,2
../data/Chest_X-ray/Normal/images/Normal-2514.png,0,2
../data/Chest_X-ray/Normal/images/Normal-1007.png,0,2
../data/Chest_X-ray/Normal/images/Normal-7135.png,0,2
../data/Chest_X-ray/Normal/images/Normal-9809.png,0,2
../data/Chest_X-ray/Normal/images/Normal-5252.png,0,2
../data/Chest_X-ray/COVID/images/COVID-286.png,1,3
../data/Chest_X-ray/COVID/images/COVID-551.png,1,3
../data/Chest_X-ray/COVID/images/COVID-317.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2601.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1845.png,1,3
../data/Chest_X-ray/COVID/images/COVID-986.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2881.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1852.png,1,3
../data/Chest_X-ray/COVID/images/COVID-276.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1679.png,1,3
../data/Chest_X-ray/COVID/images/COVID-326.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1278.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2974.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1645.png,1,3
../data/Chest_X-ray/COVID/images/COVID-814.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1922.png,1,3
../data/Chest_X-ray/COVID/images/COVID-964.png,1,3
../data/Chest_X-ray/COVID/images/COVID-412.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3301.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2099.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1245.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3061.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2467.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2132.png,1,3
../data/Chest_X-ray/COVID/images/COVID-325.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1444.png,1,3
../data/Chest_X-ray/COVID/images/COVID-62.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1362.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2367.png,1,3
../data/Chest_X-ray/COVID/images/COVID-694.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2360.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1260.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3399.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3575.png,1,3
../data/Chest_X-ray/COVID/images/COVID-649.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2491.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2384.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1153.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1383.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3432.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2287.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1091.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3270.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3560.png,1,3
../data/Chest_X-ray/COVID/images/COVID-200.png,1,3
../data/Chest_X-ray/COVID/images/COVID-420.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1670.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1737.png,1,3
../data/Chest_X-ray/COVID/images/COVID-463.png,1,3
../data/Chest_X-ray/COVID/images/COVID-972.png,1,3
../data/Chest_X-ray/COVID/images/COVID-132.png,1,3
../data/Chest_X-ray/COVID/images/COVID-588.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1144.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2036.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1966.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2115.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1488.png,1,3
../data/Chest_X-ray/COVID/images/COVID-980.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3020.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1266.png,1,3
../data/Chest_X-ray/COVID/images/COVID-699.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1492.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2045.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2711.png,1,3
../data/Chest_X-ray/COVID/images/COVID-375.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2320.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2133.png,1,3
../data/Chest_X-ray/COVID/images/COVID-626.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2224.png,1,3
../data/Chest_X-ray/COVID/images/COVID-163.png,1,3
../data/Chest_X-ray/COVID/images/COVID-37.png,1,3
../data/Chest_X-ray/COVID/images/COVID-643.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1556.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2444.png,1,3
../data/Chest_X-ray/COVID/images/COVID-321.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3503.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2611.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3082.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1876.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1903.png,1,3
../data/Chest_X-ray/COVID/images/COVID-983.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2302.png,1,3
../data/Chest_X-ray/COVID/images/COVID-779.png,1,3
../data/Chest_X-ray/COVID/images/COVID-227.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1038.png,1,3
../data/Chest_X-ray/COVID/images/COVID-529.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2994.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2217.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2460.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2631.png,1,3
../data/Chest_X-ray/COVID/images/COVID-902.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2853.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2189.png,1,3
../data/Chest_X-ray/COVID/images/COVID-211.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1011.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2188.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1602.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2815.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1139.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1305.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2688.png,1,3
../data/Chest_X-ray/COVID/images/COVID-753.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2619.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2154.png,1,3
../data/Chest_X-ray/COVID/images/COVID-31.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1101.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1541.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1959.png,1,3
../data/Chest_X-ray/COVID/images/COVID-161.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2383.png,1,3
../data/Chest_X-ray/COVID/images/COVID-803.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2158.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1350.png,1,3
../data/Chest_X-ray/COVID/images/COVID-545.png,1,3
../data/Chest_X-ray/COVID/images/COVID-849.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2492.png,1,3
../data/Chest_X-ray/COVID/images/COVID-953.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3253.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1133.png,1,3
../data/Chest_X-ray/COVID/images/COVID-344.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3333.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2730.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2192.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2908.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3250.png,1,3
../data/Chest_X-ray/COVID/images/COVID-624.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1611.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3191.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3032.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1212.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1423.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3229.png,1,3
../data/Chest_X-ray/COVID/images/COVID-90.png,1,3
../data/Chest_X-ray/COVID/images/COVID-600.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1767.png,1,3
../data/Chest_X-ray/COVID/images/COVID-640.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2212.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2609.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1632.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3518.png,1,3
../data/Chest_X-ray/COVID/images/COVID-288.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2061.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2890.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1874.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1954.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2349.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2263.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1207.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1311.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2797.png,1,3
../data/Chest_X-ray/COVID/images/COVID-363.png,1,3
../data/Chest_X-ray/COVID/images/COVID-797.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2486.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1482.png,1,3
../data/Chest_X-ray/COVID/images/COVID-647.png,1,3
../data/Chest_X-ray/COVID/images/COVID-69.png,1,3
../data/Chest_X-ray/COVID/images/COVID-232.png,1,3
../data/Chest_X-ray/COVID/images/COVID-447.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2415.png,1,3
../data/Chest_X-ray/COVID/images/COVID-654.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2964.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2775.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1469.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1879.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1314.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2680.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1297.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1481.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1178.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1677.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2351.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1220.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3304.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2723.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1239.png,1,3
../data/Chest_X-ray/COVID/images/COVID-11.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1570.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2069.png,1,3
../data/Chest_X-ray/COVID/images/COVID-422.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2266.png,1,3
../data/Chest_X-ray/COVID/images/COVID-146.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2025.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3018.png,1,3
../data/Chest_X-ray/COVID/images/COVID-611.png,1,3
../data/Chest_X-ray/COVID/images/COVID-234.png,1,3
../data/Chest_X-ray/COVID/images/COVID-752.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1034.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2599.png,1,3
../data/Chest_X-ray/COVID/images/COVID-119.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3280.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3523.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1396.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1200.png,1,3
../data/Chest_X-ray/COVID/images/COVID-189.png,1,3
../data/Chest_X-ray/COVID/images/COVID-743.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2592.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3356.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3263.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1513.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1307.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2230.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2637.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1104.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1143.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2545.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3422.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3295.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2411.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3168.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1076.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1374.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1650.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1152.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3579.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1549.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2668.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1451.png,1,3
../data/Chest_X-ray/COVID/images/COVID-348.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1947.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3149.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2195.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2645.png,1,3
../data/Chest_X-ray/COVID/images/COVID-890.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2016.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1164.png,1,3
../data/Chest_X-ray/COVID/images/COVID-170.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1074.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2778.png,1,3
../data/Chest_X-ray/COVID/images/COVID-20.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1593.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2247.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3043.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3347.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3323.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2684.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2380.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2089.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1412.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1392.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1417.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3041.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3397.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2636.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2568.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1409.png,1,3
../data/Chest_X-ray/COVID/images/COVID-379.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1651.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2988.png,1,3
../data/Chest_X-ray/COVID/images/COVID-3125.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1870.png,1,3
../data/Chest_X-ray/COVID/images/COVID-745.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1413.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1770.png,1,3
../data/Chest_X-ray/COVID/images/COVID-2406.png,1,3
../data/Chest_X-ray/COVID/images/COVID-285.png,1,3
../data/Chest_X-ray/COVID/images/COVID-1772.png,1,3
../data/Chest_X-ray/Normal/images/Normal-7021.png,0,3
../data/Chest_X-ray/Normal/images/Normal-7600.png,0,3
../data/Chest_X-ray/Normal/images/Normal-4640.png,0,3
../data/Chest_X-ray/Normal/images/Normal-3229.png,0,3
../data/Chest_X-ray/Normal/images/Normal-5317.png,0,3
../data/Chest_X-ray/Normal/images/Normal-1706.png,0,3
../data/Chest_X-ray/Normal/images/Normal-10119.png,0,3
../data/Chest_X-ray/Normal/images/Normal-7206.png,0,3
../data/Chest_X-ray/Normal/images/Normal-8526.png,0,3
../data/Chest_X-ray/Normal/images/Normal-7610.png,0,3
../data/Chest_X-ray/Normal/images/Normal-3741.png,0,3
../data/Chest_X-ray/Normal/images/Normal-7904.png,0,3
../data/Chest_X-ray/Normal/images/Normal-5909.png,0,3
../data/Chest_X-ray/Normal/images/Normal-1326.png,0,3
../data/Chest_X-ray/Normal/images/Normal-7270.png,0,3
../data/Chest_X-ray/Normal/images/Normal-6696.png,0,3
../data/Chest_X-ray/Normal/images/Normal-1127.png,0,3
../data/Chest_X-ray/Normal/images/Normal-1997.png,0,3
../data/Chest_X-ray/Normal/images/Normal-1068.png,0,3
../data/Chest_X-ray/Normal/images/Normal-2625.png,0,3
../data/Chest_X-ray/Normal/images/Normal-8078.png,0,3
../data/Chest_X-ray/Normal/images/Normal-2276.png,0,3
../data/Chest_X-ray/Normal/images/Normal-1660.png,0,3
../data/Chest_X-ray/Normal/images/Normal-2684.png,0,3
../data/Chest_X-ray/Normal/images/Normal-4263.png,0,3
../data/Chest_X-ray/Normal/images/Normal-7742.png,0,3
../data/Chest_X-ray/Normal/images/Normal-4045.png,0,3
../data/Chest_X-ray/Normal/images/Normal-8127.png,0,3
../data/Chest_X-ray/Normal/images/Normal-6003.png,0,3
../data/Chest_X-ray/Normal/images/Normal-2407.png,0,3
